,first_name,last_name,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,Rank,age,age_group,RA_CODE_2016,RA_NAME_2016,RATIO,PERCENTAGE,Loyalty
916,Jo,Roberts,Female,41,Financial Services,High Net Worth,Yes,11,20139 Lakewood Plaza,2440,NSW,3,937,76.0,70+,11.0,Inner Regional Australia,0.6768052,67.6805191,Platinum
917,Jo,Roberts,Female,41,Financial Services,High Net Worth,Yes,11,20139 Lakewood Plaza,2440,NSW,3,937,76.0,70+,12.0,Outer Regional Australia,0.3231948,32.3194809,Silver
918,Melany,Ladewig,Female,76,Financial Services,Mass Customer,Yes,10,3864 Sheridan Alley,4130,QLD,7,444,49.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Silver
919,Mikol,Eck,Male,99,Financial Services,Mass Customer,Yes,21,15621 Twin Pines Crossing,4130,QLD,9,748,46.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Bronze
920,Garwin,Nurden,Male,54,Property,High Net Worth,Yes,5,0 Union Parkway,3142,VIC,11,444,63.0,60-69,20.0,Major Cities of Australia,1.0,100.0,Platinum
921,Bunny,Leebetter,Female,83,Manufacturing,High Net Worth,Yes,8,4 Lukken Lane,4301,QLD,4,444,55.0,50-59,30.0,Major Cities of Australia,1.0,100.0,Bronze
922,Deana,Canton,Female,67,Property,Mass Customer,Yes,14,92 Ludington Street,4301,QLD,3,455,47.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Bronze
923,Cord,Dunsmore,Male,12,Manufacturing,Mass Customer,Yes,13,596 Boyd Park,4301,QLD,3,552,22.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Silver
924,Cecily,Faircley,Female,42,IT,Affluent Customer,Yes,19,8 Bluejay Road,4301,QLD,1,739,74.0,70+,30.0,Major Cities of Australia,1.0,100.0,Bronze
925,Sada,Dowyer,Female,47,Financial Services,High Net Worth,Yes,3,4 Meadow Ridge Place,2090,NSW,10,450,23.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Platinum
926,Padriac,Collacombe,Male,67,Health,Affluent Customer,No,13,76 Mendota Park,2090,NSW,10,563,54.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Bronze
927,Meade,Bampton,Male,69,Health,High Net Worth,No,17,7870 Stuart Crossing,2090,NSW,7,755,39.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Silver
928,Anet,Roseman,Female,84,Financial Services,Mass Customer,No,9,31 Melody Circle,3814,VIC,4,450,25.0,18-29,21.0,Inner Regional Australia,1.0,100.0,Platinum
929,Katie,Warhurst,Female,0,Retail,High Net Worth,Yes,14,96 Rutledge Drive,3064,VIC,5,450,30.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Silver
930,Craggy,Happel,Male,37,Manufacturing,High Net Worth,Yes,8,23 Del Sol Alley,3064,VIC,6,859,43.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Platinum
931,Frieda,Tavinor,Female,43,Financial Services,Affluent Customer,No,10,7 Mallory Lane,3064,VIC,6,972,23.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Platinum
932,Stearne,Trolley,Male,42,Financial Services,High Net Worth,No,14,638 Caliangt Avenue,2137,NSW,11,450,40.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Silver
933,Tristam,Larose,Male,70,Financial Services,Mass Customer,No,17,9645 Moose Terrace,2137,NSW,11,455,37.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Silver
934,Briana,Trill,Female,5,Health,High Net Worth,No,11,0433 La Follette Road,2137,NSW,11,672,77.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
935,Dory,Malpass,Female,19,Financial Services,Affluent Customer,Yes,13,3653 Steensland Road,4103,QLD,8,455,49.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Gold
936,Marcellina,Baynton,Female,60,Financial Services,Mass Customer,No,16,56 Comanche Terrace,3141,VIC,10,455,75.0,70+,20.0,Major Cities of Australia,1.0,100.0,Platinum
937,Gregorius,Leal,Male,7,Retail,Affluent Customer,Yes,21,66 Merry Court,2033,NSW,12,455,70.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
938,Kori,Sparsholt,Female,59,Financial Services,Mass Customer,Yes,19,37 Rigney Park,2171,NSW,9,455,81.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
939,Tina,Dunstan,Female,13,Retail,Affluent Customer,No,13,98555 Victoria Hill,2171,NSW,7,483,83.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
940,Davide,Senten,Male,22,Manufacturing,Mass Customer,No,11,23737 Bartillon Street,2171,NSW,9,688,81.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
941,Lucky,Klainman,Female,24,Retail,Mass Customer,No,8,0796 Barnett Plaza,3758,VIC,4,455,74.0,70+,21.0,Inner Regional Australia,1.0,100.0,Platinum
942,Lela,Billing,Female,38,Financial Services,Mass Customer,Yes,18,095 Glacier Hill Circle,2571,NSW,7,468,51.0,50-59,11.0,Inner Regional Australia,1.0,100.0,Silver
943,Ceciley,Harg,Female,50,Retail,Mass Customer,Yes,4,409 Starling Lane,4172,QLD,7,471,31.0,30-39,30.0,Major Cities of Australia,1.0,100.0,Platinum
944,Torry,de la Valette Parisot,Male,95,Telecommunications,Mass Customer,Yes,18,36963 Pierstorff Terrace,3168,VIC,9,471,55.0,50-59,20.0,Major Cities of Australia,1.0,100.0,Silver
945,Irvine,Headon,Male,99,IT,Affluent Customer,Yes,20,9 Hovde Way,2322,NSW,5,473,65.0,60-69,10.0,Major Cities of Australia,0.9956143,99.5614274,Bronze
946,Irvine,Headon,Male,99,IT,Affluent Customer,Yes,20,9 Hovde Way,2322,NSW,5,473,65.0,60-69,11.0,Inner Regional Australia,0.0043857,0.4385726,Bronze
947,Gabey,Kennicott,Female,55,Financial Services,Affluent Customer,No,17,8 Fordem Place,2322,NSW,6,552,63.0,60-69,10.0,Major Cities of Australia,0.9956143,99.5614274,Silver
948,Gabey,Kennicott,Female,55,Financial Services,Affluent Customer,No,17,8 Fordem Place,2322,NSW,6,552,63.0,60-69,11.0,Inner Regional Australia,0.0043857,0.4385726,Silver
949,Vyky,Pegg,Female,64,Manufacturing,Mass Customer,Yes,11,31854 Anniversary Terrace,2322,NSW,7,988,78.0,70+,10.0,Major Cities of Australia,0.9956143,99.5614274,Silver
950,Vyky,Pegg,Female,64,Manufacturing,Mass Customer,Yes,11,31854 Anniversary Terrace,2322,NSW,7,988,78.0,70+,11.0,Inner Regional Australia,0.0043857,0.4385726,Silver
951,Blondie,Borsi,Female,43,Financial Services,High Net Worth,No,11,780 Norway Maple Hill,2565,NSW,8,478,26.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Platinum
952,Bertrando,Carass,Male,45,Property,Mass Customer,No,8,1 Quincy Road,2565,NSW,5,983,65.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
953,Georgi,Borsi,Male,29,Manufacturing,High Net Worth,No,11,59 Garrison Terrace,3215,VIC,4,485,52.0,50-59,20.0,Major Cities of Australia,1.0,100.0,Silver
954,Kelsey,Hatt,Female,69,Financial Services,High Net Worth,No,8,309 Maple Wood Pass,3930,VIC,6,486,55.0,50-59,20.0,Major Cities of Australia,1.0,100.0,Silver
955,Bevvy,Openshaw,Female,68,Financial Services,Affluent Customer,Yes,10,902 Westend Lane,2318,NSW,3,486,46.0,40-49,10.0,Major Cities of Australia,0.0768818,7.6881819,Platinum
956,Bevvy,Openshaw,Female,68,Financial Services,Affluent Customer,Yes,10,902 Westend Lane,2318,NSW,3,486,46.0,40-49,11.0,Inner Regional Australia,0.9231182,92.3118181,Platinum
957,Carr,Hopkynson,Male,64,Manufacturing,Affluent Customer,No,16,5990 Fairfield Pass,2318,NSW,6,888,50.0,40-49,10.0,Major Cities of Australia,0.0768818,7.6881819,Silver
958,Carr,Hopkynson,Male,64,Manufacturing,Affluent Customer,No,16,5990 Fairfield Pass,2318,NSW,6,888,50.0,40-49,11.0,Inner Regional Australia,0.9231182,92.3118181,Platinum
959,Penrod,Tomasicchio,Male,5,Health,High Net Worth,No,19,30 Harper Trail,2318,NSW,9,899,53.0,50-59,10.0,Major Cities of Australia,0.0768818,7.6881819,Bronze
960,Penrod,Tomasicchio,Male,5,Health,High Net Worth,No,19,30 Harper Trail,2318,NSW,9,899,53.0,50-59,11.0,Inner Regional Australia,0.9231182,92.3118181,Bronze
961,Alexina,Mabley,Female,72,Manufacturing,Mass Customer,Yes,10,9 Rieder Junction,2573,NSW,9,486,46.0,40-49,11.0,Inner Regional Australia,1.0,100.0,Silver
962,Dawn,Pyffe,Female,56,Retail,Mass Customer,No,11,734 Veith Way,3155,VIC,8,492,56.0,50-59,20.0,Major Cities of Australia,1.0,100.0,Platinum
963,Perry,Whitehurst,Male,79,Manufacturing,High Net Worth,Yes,8,0 Nelson Crossing,3155,VIC,7,524,41.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Silver
964,Cariotta,Borsi,Female,10,Entertainment,Affluent Customer,Yes,17,2336 Continental Point,2527,NSW,7,502,47.0,40-49,10.0,Major Cities of Australia,0.9683674,96.8367447,Silver
965,Cariotta,Borsi,Female,10,Entertainment,Affluent Customer,Yes,17,2336 Continental Point,2527,NSW,7,502,47.0,40-49,11.0,Inner Regional Australia,0.0316326,3.1632553,Silver
966,Killian,Nettles,Male,44,Financial Services,Affluent Customer,No,4,16 Pepper Wood Junction,3803,VIC,7,507,41.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Silver
967,Fredia,Favelle,Female,94,Financial Services,Mass Customer,Yes,19,4 Arapahoe Terrace,4014,QLD,8,507,47.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Bronze
968,Jammal,Devenny,Male,57,Retail,High Net Worth,No,12,18 Sage Plaza,3152,VIC,9,507,22.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Bronze
969,Andree,Breeds,Female,31,Financial Services,Affluent Customer,Yes,11,93 Scofield Pass,3152,VIC,6,637,67.0,60-69,20.0,Major Cities of Australia,1.0,100.0,Silver
970,Adriane,Richardson,Female,81,Manufacturing,High Net Worth,No,9,4 Randy Street,3070,VIC,8,513,46.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Gold
971,Jodi,Lermit,Female,94,Health,Mass Customer,Yes,10,05 Corry Center,4021,QLD,2,513,68.0,60-69,30.0,Major Cities of Australia,1.0,100.0,Silver
972,Emelia,Ackwood,Female,72,Financial Services,Mass Customer,Yes,10,1 South Street,4183,QLD,9,515,33.0,30-39,33.0,Remote Australia,1.0,99.9999995,Bronze
973,Andee,Huke,Female,91,Manufacturing,Mass Customer,No,9,4810 Kim Park,3858,VIC,2,515,50.0,40-49,21.0,Inner Regional Australia,0.905158,90.5157988,Bronze
974,Andee,Huke,Female,91,Manufacturing,Mass Customer,No,9,4810 Kim Park,3858,VIC,2,515,50.0,40-49,22.0,Outer Regional Australia,0.094842,9.4842012,Bronze
975,Isa,Fominov,Male,75,Financial Services,Mass Customer,Yes,5,80388 Ryan Place,2010,NSW,9,515,20.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Platinum
976,Darlleen,Shalcras,Female,77,Health,Mass Customer,No,11,383 Graceland Avenue,2010,NSW,10,801,41.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Bronze
977,Sim,Constantinou,Male,91,Property,Mass Customer,No,5,41002 Loomis Park,2010,NSW,9,944,29.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Silver
978,Sylas,Duffill,Male,56,Property,Mass Customer,Yes,14,21875 Grover Drive,2010,NSW,9,1000,66.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
979,Maddalena,Angood,Female,79,Manufacturing,Affluent Customer,No,12,1 Bluejay Court,2320,NSW,4,515,22.0,18-29,10.0,Major Cities of Australia,0.9333184,93.3318368,Silver
980,Maddalena,Angood,Female,79,Manufacturing,Affluent Customer,No,12,1 Bluejay Court,2320,NSW,4,515,22.0,18-29,11.0,Inner Regional Australia,0.0666816,6.6681632,Silver
981,Chryste,Oddboy,Female,44,Manufacturing,High Net Worth,Yes,4,2115 Maryland Alley,2320,NSW,9,947,33.0,30-39,10.0,Major Cities of Australia,0.9333184,93.3318368,Bronze
982,Chryste,Oddboy,Female,44,Manufacturing,High Net Worth,Yes,4,2115 Maryland Alley,2320,NSW,9,947,33.0,30-39,11.0,Inner Regional Australia,0.0666816,6.6681632,Bronze
983,Sofie,Worsfold,Female,87,Retail,Mass Customer,Yes,9,7 Maple Wood Plaza,4125,QLD,6,520,67.0,60-69,30.0,Major Cities of Australia,0.9979425,99.7942537,Silver
984,Sofie,Worsfold,Female,87,Retail,Mass Customer,Yes,9,7 Maple Wood Plaza,4125,QLD,6,520,67.0,60-69,31.0,Inner Regional Australia,0.0020575,0.2057463,Silver
985,Angele,Cadore,Female,5,Financial Services,Mass Customer,Yes,7,85894 Amoth Court,4125,QLD,7,939,67.0,60-69,30.0,Major Cities of Australia,0.9979425,99.7942537,Silver
986,Angele,Cadore,Female,5,Financial Services,Mass Customer,Yes,7,85894 Amoth Court,4125,QLD,7,939,67.0,60-69,31.0,Inner Regional Australia,0.0020575,0.2057463,Silver
987,Free,Rowland,Male,42,Financial Services,Mass Customer,Yes,12,24929 Spaight Junction,3796,VIC,8,520,65.0,60-69,20.0,Major Cities of Australia,1.0,100.0,Silver
988,Worthington,Cohane,Male,60,Entertainment,High Net Worth,No,2,846 Daystar Lane,2000,NSW,12,520,31.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Silver
989,Antony,Tuma,Male,11,Telecommunications,High Net Worth,Yes,13,93264 Almo Plaza,3078,VIC,10,526,68.0,60-69,20.0,Major Cities of Australia,1.0,100.0,Silver
990,Hilario,McCulloch,Male,61,Retail,Mass Customer,No,8,799 Luster Road,3051,VIC,8,530,36.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Silver
991,Jim,Haddrell,Male,55,Financial Services,Mass Customer,No,9,53 Dryden Trail,2358,NSW,3,530,66.0,60-69,11.0,Inner Regional Australia,0.6418776,64.1877555,Platinum
992,Jim,Haddrell,Male,55,Financial Services,Mass Customer,No,9,53 Dryden Trail,2358,NSW,3,530,66.0,60-69,12.0,Outer Regional Australia,0.3581224,35.8122445,Platinum
993,Gretel,Paschke,Female,10,Financial Services,Mass Customer,Yes,17,72 Melrose Street,4074,QLD,7,536,65.0,60-69,30.0,Major Cities of Australia,1.0,100.0,Silver
994,Jethro,Mertel,Male,16,Argiculture,Mass Customer,Yes,15,3460 Dapin Street,2262,NSW,6,536,43.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
995,Dwain,Hatch,Male,62,Health,Affluent Customer,No,15,5 Hovde Lane,3028,VIC,8,536,27.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Bronze
996,Bertine,Smalles,Female,85,Financial Services,Mass Customer,Yes,9,7 Johnson Hill,3028,VIC,8,708,38.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Bronze
997,Lucretia,D'Agostini,Female,41,Manufacturing,High Net Worth,No,15,4 Gale Center,3185,VIC,7,536,43.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Bronze
998,Claude,Bowstead,Female,37,Manufacturing,Mass Customer,No,7,5263 Stone Corner Crossing,2217,NSW,12,536,24.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Silver
999,Terrence,Dalligan,Male,60,Manufacturing,High Net Worth,Yes,2,240 Main Hill,3200,VIC,6,544,24.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Bronze
1000,Sammy,Borsi,Female,99,Financial Services,Mass Customer,No,5,0 Kipling Way,2289,NSW,7,546,49.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
1001,Morganica,Ainsbury,Female,37,Entertainment,High Net Worth,Yes,9,1 Raven Way,2151,NSW,10,546,49.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
1002,Reiko,Degenhardt,Female,83,Financial Services,High Net Worth,Yes,5,50897 Northfield Road,4280,QLD,6,552,46.0,40-49,30.0,Major Cities of Australia,0.5244139,52.441388,Silver
1003,Reiko,Degenhardt,Female,83,Financial Services,High Net Worth,Yes,5,50897 Northfield Road,4280,QLD,6,552,46.0,40-49,31.0,Inner Regional Australia,0.4755861,47.558612,Silver
1004,Manny,Mandy,Male,36,Argiculture,Mass Customer,No,16,6 Union Center,4280,QLD,7,820,45.0,40-49,30.0,Major Cities of Australia,0.5244139,52.441388,Silver
1005,Manny,Mandy,Male,36,Argiculture,Mass Customer,No,16,6 Union Center,4280,QLD,7,820,45.0,40-49,31.0,Inner Regional Australia,0.4755861,47.558612,Silver
1006,Worthington,Ahmed,Male,79,Financial Services,High Net Worth,No,13,39408 Manufacturers Road,3335,VIC,3,555,49.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Silver
1007,Chico,Dye,Male,46,Manufacturing,High Net Worth,No,13,168 Schlimgen Center,2526,NSW,9,555,28.0,18-29,10.0,Major Cities of Australia,1.0,99.9999994,Silver
1008,Davidde,Cockroft,Male,70,Manufacturing,High Net Worth,No,8,8 Kim Avenue,2158,NSW,12,555,74.0,70+,10.0,Major Cities of Australia,0.9576667,95.7666742,Bronze
1009,Davidde,Cockroft,Male,70,Manufacturing,High Net Worth,No,8,8 Kim Avenue,2158,NSW,12,555,74.0,70+,11.0,Inner Regional Australia,0.0423333,4.2333258,Bronze
1010,Donn,Chaney,Male,15,Financial Services,Mass Customer,No,13,4 Schlimgen Trail,4701,QLD,3,561,71.0,70+,31.0,Inner Regional Australia,0.9961226,99.6122582,Bronze
1011,Donn,Chaney,Male,15,Financial Services,Mass Customer,No,13,4 Schlimgen Trail,4701,QLD,3,561,71.0,70+,32.0,Outer Regional Australia,0.0038774,0.3877418,Bronze
1012,Yorgos,Dewhurst,Male,6,Argiculture,Affluent Customer,No,16,4 Talmadge Road,4701,QLD,1,760,71.0,70+,31.0,Inner Regional Australia,0.9961226,99.6122582,Silver
1013,Yorgos,Dewhurst,Male,6,Argiculture,Affluent Customer,No,16,4 Talmadge Road,4701,QLD,1,760,71.0,70+,32.0,Outer Regional Australia,0.0038774,0.3877418,Silver
1014,Kamila,Parsonage,Female,80,Property,Mass Customer,No,5,31 Mccormick Court,4131,QLD,8,562,68.0,60-69,30.0,Major Cities of Australia,1.0,100.0,Silver
1015,Barth,Sapshed,Male,4,Financial Services,Mass Customer,Yes,13,65 Milwaukee Lane,4520,QLD,10,563,27.0,18-29,30.0,Major Cities of Australia,0.4820457,48.2045689,Bronze
1016,Barth,Sapshed,Male,4,Financial Services,Mass Customer,Yes,13,65 Milwaukee Lane,4520,QLD,10,563,27.0,18-29,31.0,Inner Regional Australia,0.5179543,51.7954311,Bronze
1017,Olive,Mozzi,Female,87,Retail,Affluent Customer,Yes,20,26667 Rigney Place,2567,NSW,9,563,66.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
1018,Catha,Davitt,Female,79,Property,High Net Worth,Yes,6,192 South Junction,2567,NSW,7,843,63.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
1019,Benedict,Rosas,Male,73,Financial Services,High Net Worth,Yes,15,898 Muir Court,2142,NSW,6,563,66.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
1020,Maurizia,Ritmeyer,Female,95,Entertainment,Mass Customer,Yes,3,0 Express Lane,2142,NSW,6,684,41.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Bronze
1021,Virginia,De Antoni,Female,17,Telecommunications,High Net Worth,Yes,12,88093 Pierstorff Plaza,2030,NSW,10,563,57.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
1022,Nicolas,O'Donnell,Male,40,Financial Services,Mass Customer,Yes,14,3319 Anthes Crossing,3177,VIC,7,568,35.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Silver
1023,Oswald,MacCarlich,Male,81,Entertainment,Mass Customer,No,14,16 Mosinee Place,4717,QLD,1,568,30.0,18-29,32.0,Outer Regional Australia,1.0,100.0,Bronze
1024,Ailyn,Howgate,Female,66,Manufacturing,Mass Customer,Yes,2,197 Northport Plaza,4213,QLD,7,568,20.0,18-29,30.0,Major Cities of Australia,0.9649124,96.4912426,Bronze
1025,Ailyn,Howgate,Female,66,Manufacturing,Mass Customer,Yes,2,197 Northport Plaza,4213,QLD,7,568,20.0,18-29,31.0,Inner Regional Australia,0.0350876,3.5087574,Bronze
1026,Esdras,Birchett,Male,81,Entertainment,Mass Customer,Yes,21,5287 Clarendon Plaza,2258,NSW,9,568,71.0,70+,10.0,Major Cities of Australia,0.9054689,90.5468906,Silver
1027,Esdras,Birchett,Male,81,Entertainment,Mass Customer,Yes,21,5287 Clarendon Plaza,2258,NSW,9,568,71.0,70+,11.0,Inner Regional Australia,0.0945311,9.4531094,Silver
1028,Jesse,Crosio,Male,75,Financial Services,Mass Customer,Yes,13,9313 Mayer Street,3133,VIC,8,575,27.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Silver
1029,Cordi,Thornton,Female,47,Telecommunications,Mass Customer,No,11,2978 Mccormick Center,2028,NSW,10,575,49.0,40-49,10.0,Major Cities of Australia,1.0,99.9999998,Silver
1030,Flin,Yoskowitz,Male,9,Health,Mass Customer,Yes,11,9940 Manley Drive,2574,NSW,7,583,26.0,18-29,11.0,Inner Regional Australia,1.0,100.0,Silver
1031,Noel,Sturch,Female,26,Health,Mass Customer,No,10,0736 West Crossing,3585,VIC,1,583,70.0,60-69,22.0,Outer Regional Australia,1.0,100.0,Silver
1032,Letizia,Poore,Female,27,Manufacturing,Affluent Customer,No,15,95796 Mcbride Drive,3677,VIC,3,583,83.0,70+,21.0,Inner Regional Australia,1.0,100.0,Silver
1033,Raynard,Borsi,Male,32,Health,Affluent Customer,No,14,20187 Loomis Court,4132,QLD,6,587,25.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Bronze
1034,Delcina,Hursey,Female,22,Financial Services,Mass Customer,Yes,7,804 Washington Point,4132,QLD,4,620,53.0,50-59,30.0,Major Cities of Australia,1.0,100.0,Bronze
1035,Wendye,Kleinplatz,Female,48,Manufacturing,Affluent Customer,No,14,01 Reindahl Circle,4132,QLD,3,643,25.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Bronze
1036,Jacklin,Duchant,Female,77,Argiculture,Mass Customer,No,17,9 Memorial Road,4132,QLD,4,939,81.0,70+,30.0,Major Cities of Australia,1.0,100.0,Silver
1037,Ethelred,Sissel,Male,83,Health,High Net Worth,No,18,65 Rutledge Parkway,2539,NSW,8,587,47.0,40-49,11.0,Inner Regional Australia,0.9860056,98.6005587,Bronze
1038,Ethelred,Sissel,Male,83,Health,High Net Worth,No,18,65 Rutledge Parkway,2539,NSW,8,587,47.0,40-49,12.0,Outer Regional Australia,0.0139944,1.3994413,Bronze
1039,Dena,Pabst,Female,39,Manufacturing,High Net Worth,Yes,17,02023 Loeprich Drive,3037,VIC,7,590,34.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Silver
1040,Levin,Coxen,Male,13,Property,Mass Customer,No,20,32 Hazelcrest Court,2753,NSW,8,594,66.0,60-69,10.0,Major Cities of Australia,0.7964377,79.6437709,Silver
1041,Levin,Coxen,Male,13,Property,Mass Customer,No,20,32 Hazelcrest Court,2753,NSW,8,594,66.0,60-69,11.0,Inner Regional Australia,0.2035623,20.3562291,Silver
1042,Esther,McOnie,Female,59,Financial Services,Mass Customer,No,14,844 Forster Place,2096,NSW,12,599,82.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
1043,Anson,Dearnaly,Male,68,Health,Affluent Customer,Yes,11,6060 Veith Crossing,2103,NSW,11,602,24.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Silver
1044,Rozamond,Sommer,Female,27,IT,Affluent Customer,Yes,12,608 Dapin Court,3129,VIC,10,604,55.0,50-59,20.0,Major Cities of Australia,1.0,100.0,Silver
1045,Jamison,Cashin,Male,70,Health,Mass Customer,Yes,5,7 Dunning Avenue,2477,NSW,8,609,51.0,50-59,11.0,Inner Regional Australia,1.0,100.0,Silver
1046,Truman,Arlett,Male,58,Manufacturing,High Net Worth,Yes,16,3 Spohn Circle,2477,NSW,5,648,63.0,60-69,11.0,Inner Regional Australia,1.0,100.0,Silver
1047,Sheilakathryn,Huff,Female,45,Financial Services,High Net Worth,Yes,14,04 Miller Drive,2477,NSW,6,921,63.0,60-69,11.0,Inner Regional Australia,1.0,100.0,Bronze
1048,Nicol,Swinford,Male,65,Property,High Net Worth,No,16,976 Roxbury Alley,4157,QLD,7,609,45.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Bronze
1049,Agna,Cowpe,Female,88,Property,Mass Customer,Yes,7,2 Main Lane,4114,QLD,3,612,53.0,50-59,30.0,Major Cities of Australia,1.0,100.0,Bronze
1050,Lucius,Hatchell,Male,37,Retail,Mass Customer,Yes,14,432 Ronald Regan Court,3782,VIC,8,612,70.0,60-69,20.0,Major Cities of Australia,1.0,100.0,Silver
1051,Hyman,Petrolli,Male,8,Financial Services,Affluent Customer,Yes,4,290 Menomonie Circle,3782,VIC,7,715,56.0,50-59,20.0,Major Cities of Australia,1.0,100.0,Silver
1052,Farlie,Brookz,Male,62,Health,Mass Customer,Yes,6,6692 Independence Way,2070,NSW,12,615,58.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
1053,Mariette,Borsi,Female,47,Property,Affluent Customer,Yes,17,770 Farmco Point,2049,NSW,11,617,65.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
1054,Nolly,Ivanchikov,Male,13,Manufacturing,High Net Worth,Yes,11,6792 Kropf Hill,2049,NSW,11,948,28.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
1055,Beverlee,Ungerechts,Female,49,Manufacturing,Mass Customer,No,8,602 Toban Center,4020,QLD,7,617,48.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Silver
1056,Ewell,Paulusch,Male,31,Manufacturing,Mass Customer,Yes,8,8194 Lien Street,4032,QLD,7,620,24.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Bronze
1057,Ross,Vidgen,Male,17,Retail,Affluent Customer,No,12,2874 Bay Hill,4032,QLD,9,682,74.0,70+,30.0,Major Cities of Australia,1.0,100.0,Silver
1058,Terrel,Keynd,Male,30,Manufacturing,Mass Customer,No,9,65 David Pass,4221,QLD,7,626,60.0,50-59,30.0,Major Cities of Australia,1.0,100.0,Silver
1059,Augie,Swallwell,Male,42,Property,Affluent Customer,Yes,13,7 Golden Leaf Avenue,2400,NSW,2,626,82.0,70+,12.0,Outer Regional Australia,0.9779915,97.7991479,Silver
1060,Augie,Swallwell,Male,42,Property,Affluent Customer,Yes,13,7 Golden Leaf Avenue,2400,NSW,2,626,82.0,70+,13.0,Remote Australia,0.0220085,2.2008521,Silver
1061,Dillon,Bannister,Male,7,Financial Services,Mass Customer,No,11,43 Dayton Drive,2062,NSW,9,626,76.0,70+,10.0,Major Cities of Australia,1.0,100.0,Platinum
1062,Osbourn,Gherardini,Male,43,Financial Services,High Net Worth,Yes,16,5 Dryden Road,2782,NSW,7,626,34.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Bronze
1063,Reinhard,Oscroft,Male,23,Health,High Net Worth,No,18,045 Magdeline Court,3690,VIC,1,634,71.0,70+,21.0,Inner Regional Australia,1.0,100.0,Silver
1064,Dmitri,Borsi,Male,72,Financial Services,High Net Worth,Yes,15,4 Mallory Pass,3690,VIC,4,810,31.0,30-39,21.0,Inner Regional Australia,1.0,100.0,Platinum
1065,Menard,Venmore,Male,97,Retail,High Net Worth,No,8,5 Hoard Trail,2197,NSW,10,637,43.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Platinum
